Unnamed: 0,further research line,further research prefix,further research suffix,publication date,title,primary category,categories,authors,abstract,x,y,z,cluster
2899,"In the MLN setting, because the map has             dealing with a large environment, as we can see from the
accurate semantics and is sensitive to blurring and rotation      third line of Table II: val seen environment models trained
operations, large scale pretraining on maps is challenging        without agent pose information provoke a drop of 7.2% in
and requires further study.","scale vision data show a good visual adaptation in unseen
environments.","success rate (SR), while for smaller unseen environments,
                                                                  the performance remains stable.",2022-03-07 07:40:33+00:00,Find a Way Forward: a Language-Guided Semantic Map Navigator,cs.AI,['cs.AI'],"[arxiv.Result.Author('Zehao Wang'), arxiv.Result.Author('Mingxiao Li'), arxiv.Result.Author('Minye Wu'), arxiv.Result.Author('Marie-Francine Moens'), arxiv.Result.Author('Tinne Tuytelaars')]","This paper attacks the problem of language-guided navigation in a new
perspective by using novel semantic navigation maps, which enables robots to
carry out natural language instructions and move to a target position based on
the map observations. We break down this problem into parts and introduce three
different modules to solve the corresponding subproblems. Our approach
leverages map information to provide Deterministic Path Candidate Proposals to
reduce the solution space. Different from traditional methods that predict
robots' movements toward the target step-by-step, we design an attention-based
Language Driven Discriminator to evaluate path candidates and determine the
best path as the final result. To represent the map observations along a path
for a better modality alignment, a novel Path Feature Encoding scheme tailored
for semantic navigation maps is proposed. Unlike traditional methods that tend
to produce cumulative errors or be stuck in local decisions, our method which
plans paths based on global information can greatly alleviate these problems.
The proposed approach has noticeable performance gains, especially in
long-distance navigation cases. Also, its training efficiency is significantly
higher than of other methods.",0.32142204,-0.11667255,-0.05647505,C
3579,A negative literal will also be called a state    generalization to discrete variables without further study.,"A negative literal is a negated state ¬(X = xi), typically    quantiﬁcation for Boolean logic and suggested the following
denoted by x¯i.",if the variable has only two values.,2022-03-20 04:39:41+00:00,On the Computation of Necessary and Sufficient Explanations,cs.AI,"['cs.AI', 'cs.LG', 'cs.LO']","[arxiv.Result.Author('Adnan Darwiche'), arxiv.Result.Author('Chunxi Ji')]","The complete reason behind a decision is a Boolean formula that characterizes
why the decision was made. This recently introduced notion has a number of
applications, which include generating explanations, detecting decision bias
and evaluating counterfactual queries. Prime implicants of the complete reason
are known as sufficient reasons for the decision and they correspond to what is
known as PI explanations and abductive explanations. In this paper, we refer to
the prime implicates of a complete reason as necessary reasons for the
decision. We justify this terminology semantically and show that necessary
reasons correspond to what is known as contrastive explanations. We also study
the computation of complete reasons for multi-class decision trees and graphs
with nominal and numeric features for which we derive efficient, closed-form
complete reasons. We further investigate the computation of shortest necessary
and sufficient reasons for a broad class of complete reasons, which include the
derived closed forms and the complete reasons for Sentential Decision Diagrams
(SDDs). We provide an algorithm which can enumerate their shortest necessary
reasons in output polynomial time. Enumerating shortest sufficient reasons for
this class of complete reasons is hard even for a single reason. For this
problem, we provide an algorithm that appears to be quite efficient as we show
empirically.",-0.22946966,-0.01388691,-0.038133472,A
3611,"Nevertheless, further research work
is required to hone and highlight aspects related to workers’ safety and how the current
architecture supports this.","Furthermore, it
conﬁrms the interplay between the architecture modules to deliver a human-centric
experience aligned with the Industry 5.0 paradigm.",Ongoing and future work is and will be focused on three research directions.,2022-03-21 08:16:46+00:00,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications,cs.AI,['cs.AI'],"[arxiv.Result.Author('Jože M. Rožanec'), arxiv.Result.Author('Inna Novalija'), arxiv.Result.Author('Patrik Zajec'), arxiv.Result.Author('Klemen Kenda'), arxiv.Result.Author('Hooman Tavakoli'), arxiv.Result.Author('Sungho Suh'), arxiv.Result.Author('Entso Veliou'), arxiv.Result.Author('Dimitrios Papamartzivanos'), arxiv.Result.Author('Thanassis Giannetsos'), arxiv.Result.Author('Sofia Anna Menesidou'), arxiv.Result.Author('Ruben Alonso'), arxiv.Result.Author('Nino Cauli'), arxiv.Result.Author('Antonello Meloni'), arxiv.Result.Author('Diego Reforgiato Recupero'), arxiv.Result.Author('Dimosthenis Kyriazis'), arxiv.Result.Author('Georgios Sofianidis'), arxiv.Result.Author('Spyros Theodoropoulos'), arxiv.Result.Author('Blaž Fortuna'), arxiv.Result.Author('Dunja Mladenić'), arxiv.Result.Author('John Soldatos')]","Human-centricity is the core value behind the evolution of manufacturing
towards Industry 5.0. Nevertheless, there is a lack of architecture that
considers safety, trustworthiness, and human-centricity at its core. Therefore,
we propose an architecture that integrates Artificial Intelligence (Active
Learning, Forecasting, Explainable Artificial Intelligence), simulated reality,
decision-making, and users' feedback, focusing on synergies between humans and
machines. Furthermore, we align the proposed architecture with the Big Data
Value Association Reference Architecture Model. Finally, we validate it on
three use cases from real-world case studies.",-0.15044583,0.046221647,0.1035114,A
3626,"In        [8] T. Kim, S. Ahn, and Y. Bengio, “Variational temporal abstraction,”
addition to multi-view images, world models that incorporate           Neural Information Processing Systems, 2019.
more modalities such as audio, tactile sensing, and depth
sensors would be an intriguing one which could be usefully        [9] D. Ha and J. Schmidhuber, “Recurrent world models facilitate policy
explored in further research.","Our method can be seen as an example of a multi-
view version of the generalized multimodal world model.","In addition, embedding domain            evolution,” in Neural Information Processing Systems, 2018.
information such as camera coordinates and robot proprio-
ception into the latent state of each viewpoint would be a       [10] A. X. Lee, A. Nagabandi, P. Abbeel, and S. Levine, “Stochastic latent
fruitful area for further work.",2022-03-15 02:33:31+00:00,Multi-View Dreaming: Multi-View World Model with Contrastive Learning,cs.AI,"['cs.AI', 'cs.RO', 'cs.SY', 'eess.SY']","[arxiv.Result.Author('Akira Kinose'), arxiv.Result.Author('Masashi Okada'), arxiv.Result.Author('Ryo Okumura'), arxiv.Result.Author('Tadahiro Taniguchi')]","In this paper, we propose Multi-View Dreaming, a novel reinforcement learning
agent for integrated recognition and control from multi-view observations by
extending Dreaming. Most current reinforcement learning method assumes a
single-view observation space, and this imposes limitations on the observed
data, such as lack of spatial information and occlusions. This makes obtaining
ideal observational information from the environment difficult and is a
bottleneck for real-world robotics applications. In this paper, we use
contrastive learning to train a shared latent space between different
viewpoints, and show how the Products of Experts approach can be used to
integrate and control the probability distributions of latent states for
multiple viewpoints. We also propose Multi-View DreamingV2, a variant of
Multi-View Dreaming that uses a categorical distribution to model the latent
state instead of the Gaussian distribution. Experiments show that the proposed
method outperforms simple extensions of existing methods in a realistic robot
control task.",0.2549511,-0.13954481,-0.012183277,C
3684,"1
    This work presents the experience from our attempt to address the aforementioned problem based on the
use of Satisﬁability Modulo Theory (SMT) solvers, which provide certain advantages, as well as limitations
that justify the need for further research eﬀorts.","∗Acknowledgment: This work has received funding from the European Union’s Horizon 2020 research and innovation
                                        programme under grant agreement No 956123.","Among their advantages, we stress their potential to deliver
sound and complete veriﬁcation procedures for the equivalence between two neural networks.",2022-03-22 11:31:12+00:00,On Neural Network Equivalence Checking using SMT Solvers,cs.AI,"['cs.AI', 'cs.LG', 'cs.LO', 'cs.NE']","[arxiv.Result.Author('Charis Eleftheriadis'), arxiv.Result.Author('Nikolaos Kekatos'), arxiv.Result.Author('Panagiotis Katsaros'), arxiv.Result.Author('Stavros Tripakis')]","Two pretrained neural networks are deemed equivalent if they yield similar
outputs for the same inputs. Equivalence checking of neural networks is of
great importance, due to its utility in replacing learning-enabled components
with equivalent ones, when there is need to fulfill additional requirements or
to address security threats, as is the case for example when using knowledge
distillation, adversarial training etc. SMT solvers can potentially provide
solutions to the problem of neural network equivalence checking that will be
sound and complete, but as it is expected any such solution is associated with
significant limitations with respect to the size of neural networks to be
checked. This work presents a first SMT-based encoding of the equivalence
checking problem, explores its utility and limitations and proposes avenues for
future research and improvements towards more scalable and practically
applicable solutions. We present experimental results that shed light to the
aforementioned issues, for diverse types of neural network models (classifiers
and regression networks) and equivalence criteria, towards a general and
application-independent equivalence checking approach.",0.07254314,0.05421532,-0.21882623,C
3782,"We further study the inﬂuence of uncontrollable features with CAFA for
global explanations.","This suggests that CAFA successfully excludes inﬂuences of uncontrollable
features with its calculation, while maintaining properties of standard fea-
ture attribution algorithms such as SHAP.","We randomly sample 100 instances from each dataset
and compute global explanations with SHAP and CAFA.",2022-03-23 19:49:45+00:00,On Understanding the Influence of Controllable Factors with a Feature Attribution Algorithm: a Medical Case Study,cs.AI,"['cs.AI', 'cs.LG']","[arxiv.Result.Author('Veera Raghava Reddy Kovvuri'), arxiv.Result.Author('Siyuan Liu'), arxiv.Result.Author('Monika Seisenberger'), arxiv.Result.Author('Berndt Müller'), arxiv.Result.Author('Xiuyi Fan')]","Feature attribution XAI algorithms enable their users to gain insight into
the underlying patterns of large datasets through their feature importance
calculation. Existing feature attribution algorithms treat all features in a
dataset homogeneously, which may lead to misinterpretation of consequences of
changing feature values. In this work, we consider partitioning features into
controllable and uncontrollable parts and propose the Controllable fActor
Feature Attribution (CAFA) approach to compute the relative importance of
controllable features. We carried out experiments applying CAFA to two existing
datasets and our own COVID-19 non-pharmaceutical control measures dataset.
Experimental results show that with CAFA, we are able to exclude influences
from uncontrollable features in our explanation while keeping the full dataset
for prediction.",-0.114677645,-0.096459016,-0.15661663,A
3855,"The second term Lr(VbO) is to favor appropriate
relations between concepts, which needs further study to include rules like semantic logic and mathematical logic.","Suppose there are a total of
P possible paths connecting from input concepts to output concepts, and the p-th path has a total of Qp − 1 connection
steps (connecting Q concepts), we then have:

Ls(V O) =                                                        1                    (30)

b                                                     P Qp

                                                               S(Cq → Cq+1)

                                                      p=1 q=1

                                                          14
                                        Figure 5: A WSM-based framework of intelligence

while for all paths, C1 ∈ MI and CQ is a component of VbO.","The third term Lp(VbO) is a penalty that incorporates human habits such as the rules of language, for humans to better
understand, improve and communicate with the artiﬁcial IS.",2022-03-25 16:42:23+00:00,A World-Self Model Towards Understanding Intelligence,cs.AI,"['cs.AI', 'cs.IT', 'math.IT']",[arxiv.Result.Author('Yutao Yue')],"Artificial intelligence has achieved tremendous successes in various tasks,
while it is still out of question that there are big gaps between artificial
and human intelligence, and the nature of intelligence is still in darkness. In
this work we will first stress the importance of scope of discussion and
granularity of investigation for this type of research. We will carefully
compare human and artificial intelligence, and propose that a certain aspect
(Aspect 3) of human intelligence is the key to connect perception and
cognition, and the lack of a new model is preventing the understanding and
next-level implementation of intelligence. We will present the broader idea of
""concept"", the principles and mathematical frameworks of the new model
World-Self Model (WSM) of intelligence, and finally an unified general
framework of intelligence based on WSM. Rather than focusing on solving a
specific problem or discussing a certain kind of intelligence, our work is
instead towards a better understanding of the nature of the general phenomenon
of intelligence, independent of the kind of task or system of investigation.",-0.19838879,0.024393542,0.09291032,A
3856,"The second term Lr(VbO) is to favor appropriate
relations between concepts, which needs further study to include rules like semantic logic and mathematical logic.","Suppose there are a total of
P possible paths connecting from input concepts to output concepts, and the p-th path has a total of Qp − 1 connection
steps (connecting Q concepts), we then have:

Ls(V O) =                                                        1                    (30)

b                                                     P Qp

                                                               S(Cq → Cq+1)

                                                      p=1 q=1

                                                          15
while for all paths, C1 ∈ MI and CQ is a component of VbO.","The third term Lp(VbO) is a penalty that incorporates human habits such as the rules of language, for humans to better
understand, improve and communicate with the artiﬁcial IS.",2022-03-25 16:42:23+00:00,A World-Self Model Towards Understanding Intelligence,cs.AI,"['cs.AI', 'cs.IT', 'math.IT']",[arxiv.Result.Author('Yutao Yue')],"Artificial intelligence has achieved tremendous successes in various tasks,
while it is still out of question that there are big gaps between artificial
and human intelligence, and the nature of intelligence is still in darkness. In
this work we will first stress the importance of defining the scope of
discussion and choosing the right physical and informational granularity of
investigation. We will carefully compare human and artificial intelligence, and
propose that the information abstraction mechanism of human intelligence is the
key to connect perception and cognition, and the lack of a new model is
preventing the understanding and next-level implementation of intelligence. We
will present the broader idea of ""concept"", the principles and mathematical
frameworks of the new model World-Self Model (WSM) of intelligence, and finally
an unified general framework of intelligence based on WSM. Rather than focusing
on solving a specific problem or discussing a certain kind of intelligence, our
work is instead towards a better understanding of the nature of the general
phenomenon of intelligence, independent of the task or system of investigation.",-0.23285556,-0.002887139,0.09380409,A
3857,"The second term Lr(VbO) is to favor appropriate
relations between concepts, which needs further study to include rules like semantic logic and mathematical logic.","Suppose there are a total of
P possible paths connecting from input concepts to output concepts, and the p-th path has a total of Qp − 1 connection
steps (connecting Q concepts), we then have:

                                                 Ls(VbO) = P Qp 1 (30)
                                                                         S(Cq → Cq+1)

                                                                                           p=1 q=1

while for all paths, C1 ∈ MI and CQ is a component of VbO.","The third term Lp(VbO) is a penalty that incorporates human habits such as the rules of language, for humans to better
understand, improve and communicate with the artiﬁcial IS.",2022-03-25 16:42:23+00:00,A World-Self Model Towards Understanding Intelligence,cs.AI,"['cs.AI', 'cs.IT', 'math.IT', 'I.2.0; G.0; H.1.1']",[arxiv.Result.Author('Yutao Yue')],"The symbolism, connectionism and behaviorism approaches of artificial
intelligence have achieved a lot of successes in various tasks, while we still
do not have a clear definition of ""intelligence"" with enough consensus in the
community (although there are over 70 different ""versions"" of definitions). The
nature of intelligence is still in darkness. In this work we do not take any of
these three traditional approaches, instead we try to identify certain
fundamental aspects of the nature of intelligence, and construct a mathematical
model to represent and potentially reproduce these fundamental aspects. We
first stress the importance of defining the scope of discussion and granularity
of investigation. We carefully compare human and artificial intelligence, and
qualitatively demonstrate an information abstraction process, which we propose
to be the key to connect perception and cognition. We then present the broader
idea of ""concept"", separate the idea of self model out of the world model, and
construct a new model called world-self model (WSM). We show the mechanisms of
creating and connecting concepts, and the flow of how the WSM receives,
processes and outputs information with respect to an arbitrary type of problem
to solve. We also consider and discuss the potential computer implementation
issues of the proposed theoretical framework, and finally we propose a unified
general framework of intelligence based on WSM.",-0.22715619,-0.0030095447,0.10374921,A
4298,"Next, we examine what these properties are,
and derive theoretical results intended to guide further research.","Its
issue arises due to the properties of the RockSample environment                            proof is in Supplementary Section 1.2.
and not our model.",Lemma 6.3.,2022-04-03 21:00:51+00:00,Best-Response Bayesian Reinforcement Learning with Bayes-adaptive POMDPs for Centaurs,cs.AI,"['cs.AI', 'cs.LG', 'cs.MA']","[arxiv.Result.Author('Mustafa Mert Çelikok'), arxiv.Result.Author('Frans A. Oliehoek'), arxiv.Result.Author('Samuel Kaski')]","Centaurs are half-human, half-AI decision-makers where the AI's goal is to
complement the human. To do so, the AI must be able to recognize the goals and
constraints of the human and have the means to help them. We present a novel
formulation of the interaction between the human and the AI as a sequential
game where the agents are modelled using Bayesian best-response models. We show
that in this case the AI's problem of helping bounded-rational humans make
better decisions reduces to a Bayes-adaptive POMDP. In our simulated
experiments, we consider an instantiation of our framework for humans who are
subjectively optimistic about the AI's future behaviour. Our results show that
when equipped with a model of the human, the AI can infer the human's bounds
and nudge them towards better decisions. We discuss ways in which the machine
can learn to improve upon its own limitations as well with the help of the
human. We identify a novel trade-off for centaurs in partially observable
tasks: for the AI's actions to be acceptable to the human, the machine must
make sure their beliefs are sufficiently aligned, but aligning beliefs might be
costly. We present a preliminary theoretical analysis of this trade-off and its
dependence on task structure.",-0.18375656,0.15473807,-0.07586227,B
4545,"It covers various aspects, such as food, production, nav-
further study.","In general, we conclude that these isovist based     settlement provides, both to the Minecraft player and the simulated
measures seem a useful approach to PCG evaluation that warrant             villagers.","igability, security, etc.",2022-04-07 21:41:06+00:00,Automated Isovist Computation for Minecraft,cs.AI,['cs.AI'],"[arxiv.Result.Author('Jean-Baptiste Hervé'), arxiv.Result.Author('Christoph Salge')]","Procedural content generation for games is a growing trend in both research
and industry, even though there is no consensus of how good content looks, nor
how to automatically evaluate it. A number of metrics have been developed in
the past, usually focused on the artifact as a whole, and mostly lacking
grounding in human experience. In this study we develop a new set of automated
metrics, motivated by ideas from architecture, namely isovists and space
syntax, which have a track record of capturing human experience of space. These
metrics can be computed for a specific game state, from the player's
perspective, and take into account their embodiment in the game world. We show
how to apply those metrics to the 3d blockworld of Minecraft. We use a dataset
of generated settlements from the GDMC Settlement Generation Challenge in
Minecraft and establish several rank-based correlations between the isovist
properties and the rating human judges gave those settelements. We also produce
a range of heat maps that demonstrate the location based applicability of the
approach, which allows for development of those metrics as measures for a game
experience at a specific time and space.",-0.1976938,0.2407305,0.06153473,B
4620,"2https://github.com/slundberg/shap, released under MIT
License
   Based on our current ﬁndings, we identify a few     our code to the public to facilitate further research
proﬁtable directions for future research.","1, 2, and 3—of the input sequence are those                                       do not rely on a few words to substantially affect
                                                                                       output logits.","(1) First    and development 3.
of all, the usage of logits-based metrics such as the
WDR appears to be very promising for detecting         References
adversarial inputs.",2022-04-10 09:24:41+00:00,"""That Is a Suspicious Reaction!"": Interpreting Logits Variation to Detect NLP Adversarial Attacks",cs.AI,"['cs.AI', 'cs.CL', 'cs.LG']","[arxiv.Result.Author('Edoardo Mosca'), arxiv.Result.Author('Shreyash Agarwal'), arxiv.Result.Author('Javier Rando-Ramirez'), arxiv.Result.Author('Georg Groh')]","Adversarial attacks are a major challenge faced by current machine learning
research. These purposely crafted inputs fool even the most advanced models,
precluding their deployment in safety-critical applications. Extensive research
in computer vision has been carried to develop reliable defense strategies.
However, the same issue remains less explored in natural language processing.
Our work presents a model-agnostic detector of adversarial text examples. The
approach identifies patterns in the logits of the target classifier when
perturbing the input text. The proposed detector improves the current
state-of-the-art performance in recognizing adversarial inputs and exhibits
strong generalization capabilities across different NLP models, datasets, and
word-level attacks.",-0.061538342,-0.19323024,-0.13235153,A
4661,"This highlights the direction of further research in what explanation is expected depending
on the context, e.g.","Although explainable ML is advocated as the methodological silver bullet for addressing transparency issues [1], some
user studies, similarly to this paper, show evidence of a limited or even no impact of the explanation on performance in
a task [39, 11, 40, 41, 42].",clinical setting.,2022-04-11 11:59:04+00:00,"Assessing the communication gap between AI models and healthcare professionals: explainability, utility and trust in AI-driven clinical decision-making",cs.AI,"['cs.AI', 'cs.HC', 'cs.LG']","[arxiv.Result.Author('Oskar Wysocki'), arxiv.Result.Author('Jessica Katharine Davies'), arxiv.Result.Author('Markel Vigo'), arxiv.Result.Author('Anne Caroline Armstrong'), arxiv.Result.Author('Dónal Landers'), arxiv.Result.Author('Rebecca Lee'), arxiv.Result.Author('André Freitas')]","This paper contributes with a pragmatic evaluation framework for explainable
Machine Learning (ML) models for clinical decision support. The study revealed
a more nuanced role for ML explanation models, when these are pragmatically
embedded in the clinical context. Despite the general positive attitude of
healthcare professionals (HCPs) towards explanations as a safety and trust
mechanism, for a significant set of participants there were negative effects
associated with confirmation bias, accentuating model over-reliance and
increased effort to interact with the model. Also, contradicting one of its
main intended functions, standard explanatory models showed limited ability to
support a critical understanding of the limitations of the model. However, we
found new significant positive effects which repositions the role of
explanations within a clinical context: these include reduction of automation
bias, addressing ambiguous clinical cases (cases where HCPs were not certain
about their decision) and support of less experienced HCPs in the acquisition
of new domain knowledge.",-0.30923283,-0.32269582,0.32216668,A
4662,"This highlights the direction of further research in what explanation is expected depending
on the context, e.g.","Although explainable ML is advocated as the methodological silver bullet for addressing transparency issues [1], some
user studies, similarly to this paper, show evidence of a limited or even no impact of the explanation on performance in
a task [39, 11, 40, 41, 42].",clinical setting.,2022-04-11 11:59:04+00:00,"Assessing the communication gap between AI models and healthcare professionals: explainability, utility and trust in AI-driven clinical decision-making",cs.AI,"['cs.AI', 'cs.HC', 'cs.LG']","[arxiv.Result.Author('Oskar Wysocki'), arxiv.Result.Author('Jessica Katharine Davies'), arxiv.Result.Author('Markel Vigo'), arxiv.Result.Author('Anne Caroline Armstrong'), arxiv.Result.Author('Dónal Landers'), arxiv.Result.Author('Rebecca Lee'), arxiv.Result.Author('André Freitas')]","This paper contributes with a pragmatic evaluation framework for explainable
Machine Learning (ML) models for clinical decision support. The study revealed
a more nuanced role for ML explanation models, when these are pragmatically
embedded in the clinical context. Despite the general positive attitude of
healthcare professionals (HCPs) towards explanations as a safety and trust
mechanism, for a significant set of participants there were negative effects
associated with confirmation bias, accentuating model over-reliance and
increased effort to interact with the model. Also, contradicting one of its
main intended functions, standard explanatory models showed limited ability to
support a critical understanding of the limitations of the model. However, we
found new significant positive effects which repositions the role of
explanations within a clinical context: these include reduction of automation
bias, addressing ambiguous clinical cases (cases where HCPs were not certain
about their decision) and support of less experienced HCPs in the acquisition
of new domain knowledge.",-0.30923283,-0.32269582,0.32216668,A
4663,"This highlights the direction of further research in what explanation is expected depending
on the context, e.g.","Although explainable ML is advocated as the methodological silver bullet for addressing transparency issues [1], some
user studies, similarly to this paper, show evidence of a limited or even no impact of the explanation on performance in
a task [54, 18, 55, 56, 57].",clinical setting.,2022-04-11 11:59:04+00:00,"Assessing the communication gap between AI models and healthcare professionals: explainability, utility and trust in AI-driven clinical decision-making",cs.AI,"['cs.AI', 'cs.HC', 'cs.LG']","[arxiv.Result.Author('Oskar Wysocki'), arxiv.Result.Author('Jessica Katharine Davies'), arxiv.Result.Author('Markel Vigo'), arxiv.Result.Author('Anne Caroline Armstrong'), arxiv.Result.Author('Dónal Landers'), arxiv.Result.Author('Rebecca Lee'), arxiv.Result.Author('André Freitas')]","This paper contributes with a pragmatic evaluation framework for explainable
Machine Learning (ML) models for clinical decision support. The study revealed
a more nuanced role for ML explanation models, when these are pragmatically
embedded in the clinical context. Despite the general positive attitude of
healthcare professionals (HCPs) towards explanations as a safety and trust
mechanism, for a significant set of participants there were negative effects
associated with confirmation bias, accentuating model over-reliance and
increased effort to interact with the model. Also, contradicting one of its
main intended functions, standard explanatory models showed limited ability to
support a critical understanding of the limitations of the model. However, we
found new significant positive effects which repositions the role of
explanations within a clinical context: these include reduction of automation
bias, addressing ambiguous clinical cases (cases where HCPs were not certain
about their decision) and support of less experienced HCPs in the acquisition
of new domain knowledge.",-0.3102601,-0.32315773,0.3259105,A
4664,"However, we argue that the study points into the direction of a more nuanced role of
ML explanation models when these are pragmatically embedded in the clinical context and the results settle a solid base
for further research.","various backgrounds and levels of expertise) may hinder drawing
statistically robust conclusions.",HCPs acknowledged the role of explanations as a safety and trust mechanism.,2022-04-11 11:59:04+00:00,"Assessing the communication gap between AI models and healthcare professionals: explainability, utility and trust in AI-driven clinical decision-making",cs.AI,"['cs.AI', 'cs.HC', 'cs.LG']","[arxiv.Result.Author('Oskar Wysocki'), arxiv.Result.Author('Jessica Katharine Davies'), arxiv.Result.Author('Markel Vigo'), arxiv.Result.Author('Anne Caroline Armstrong'), arxiv.Result.Author('Dónal Landers'), arxiv.Result.Author('Rebecca Lee'), arxiv.Result.Author('André Freitas')]","This paper contributes with a pragmatic evaluation framework for explainable
Machine Learning (ML) models for clinical decision support. The study revealed
a more nuanced role for ML explanation models, when these are pragmatically
embedded in the clinical context. Despite the general positive attitude of
healthcare professionals (HCPs) towards explanations as a safety and trust
mechanism, for a significant set of participants there were negative effects
associated with confirmation bias, accentuating model over-reliance and
increased effort to interact with the model. Also, contradicting one of its
main intended functions, standard explanatory models showed limited ability to
support a critical understanding of the limitations of the model. However, we
found new significant positive effects which repositions the role of
explanations within a clinical context: these include reduction of automation
bias, addressing ambiguous clinical cases (cases where HCPs were not certain
about their decision) and support of less experienced HCPs in the acquisition
of new domain knowledge.",-0.3060346,-0.3388195,0.29122984,A
4678,"We also release
                                                  our graph-based implementations to encourage further research in this direction.","We show that combining object-centered ar-
                                                  chitectures that are expressive enough with semantic relational goals enables an
                                                  efﬁcient transfer between skills and promotes behavioral diversity.","1 INTRODUCTION

                                        A central challenge in artiﬁcial intelligence (AI) consists in designing artiﬁcial agents capable of
                                        solving an unrestricted set of tasks in a continual and open-ended skill learning process.",2022-04-11 14:19:04+00:00,Learning Object-Centered Autotelic Behaviors with Graph Neural Networks,cs.AI,"['cs.AI', 'cs.LG', 'cs.RO']","[arxiv.Result.Author('Ahmed Akakzia'), arxiv.Result.Author('Olivier Sigaud')]","Although humans live in an open-ended world and endlessly face new
challenges, they do not have to learn from scratch each time they face the next
one. Rather, they have access to a handful of previously learned skills, which
they rapidly adapt to new situations. In artificial intelligence, autotelic
agents, which are intrinsically motivated to represent and set their own goals,
exhibit promising skill adaptation capabilities. However, these capabilities
are highly constrained by their policy and goal space representations. In this
paper, we propose to investigate the impact of these representations on the
learning capabilities of autotelic agents. We study different implementations
of autotelic agents using four types of Graph Neural Networks policy
representations and two types of goal spaces, either geometric or
predicate-based. We show that combining object-centered architectures that are
expressive enough with semantic relational goals enables an efficient transfer
between skills and promotes behavioral diversity. We also release our
graph-based implementations to encourage further research in this direction.",0.3240544,-0.21769142,0.12674974,C
4679,"Finally, we release our implementations of the considered GNN-based architectures in multi-object
manipulation domain to encourage further research in this direction1

2 RELATED WORK

This paper relies on several previous works from different areas of research within AI.","• Coupling graph-based architectures with semantic goals helps to efﬁciently transfer be-
          tween goals and further improves the behavioral diversity.","Namely,
we consider recent ﬁndings in automatic curriculum learning, semantic goal representations, graph
neural networks and graph-based autotelic learning.",2022-04-11 14:19:04+00:00,Learning Object-Centered Autotelic Behaviors with Graph Neural Networks,cs.AI,"['cs.AI', 'cs.LG', 'cs.RO']","[arxiv.Result.Author('Ahmed Akakzia'), arxiv.Result.Author('Olivier Sigaud')]","Although humans live in an open-ended world and endlessly face new
challenges, they do not have to learn from scratch each time they face the next
one. Rather, they have access to a handful of previously learned skills, which
they rapidly adapt to new situations. In artificial intelligence, autotelic
agents, which are intrinsically motivated to represent and set their own goals,
exhibit promising skill adaptation capabilities. However, these capabilities
are highly constrained by their policy and goal space representations. In this
paper, we propose to investigate the impact of these representations on the
learning capabilities of autotelic agents. We study different implementations
of autotelic agents using four types of Graph Neural Networks policy
representations and two types of goal spaces, either geometric or
predicate-based. We show that combining object-centered architectures that are
expressive enough with semantic relational goals enables an efficient transfer
between skills and promotes behavioral diversity. We also release our
graph-based implementations to encourage further research in this direction.",0.41230717,-0.24223776,-0.01608071,C
4680,"We also release our graph-based implementations to
                                                  encourage further research in this direction.","By testing agents on unseen goals, we show that
                                                  combining object-centered architectures that are expressive enough with semantic relational goals
                                                  helps learning to reach more difﬁcult goals.","1 INTRODUCTION

                                        A central challenge in artiﬁcial intelligence (AI) consists in designing artiﬁcial agents capable of solving an unrestricted
                                        set of tasks in a continual and open-ended skill learning process.",2022-04-11 14:19:04+00:00,Learning Object-Centered Autotelic Behaviors with Graph Neural Networks,cs.AI,"['cs.AI', 'cs.LG', 'cs.RO']","[arxiv.Result.Author('Ahmed Akakzia'), arxiv.Result.Author('Olivier Sigaud')]","Although humans live in an open-ended world and endlessly face new
challenges, they do not have to learn from scratch each time they face the next
one. Rather, they have access to a handful of previously learned skills, which
they rapidly adapt to new situations. In artificial intelligence, autotelic
agents, which are intrinsically motivated to represent and set their own goals,
exhibit promising skill adaptation capabilities. However, these capabilities
are highly constrained by their policy and goal space representations. In this
paper, we propose to investigate the impact of these representations on the
learning and transfer capabilities of autotelic agents. We study different
implementations of autotelic agents using four types of Graph Neural Networks
policy representations and two types of goal spaces, either geometric or
predicate-based. By testing agents on unseen goals, we show that combining
object-centered architectures that are expressive enough with semantic
relational goals helps learning to reach more difficult goals. We also release
our graph-based implementations to encourage further research in this
direction.",0.32480112,-0.1756806,0.13287023,C
