Unnamed: 0,further research line,further research prefix,further research suffix,publication date,title,primary category,categories,authors,abstract,x,y,z,cluster
1822,"ARMUL                           Benchmarks

Vanilla Clustered Low-rank  STL Data pooling Clustered Low-rank

1.12 (0.25) 0.84 (0.22) 0.80 (0.19) 1.95 (0.32) 3.48 (0.39) 2.15 (0.33) 1.30 (0.23)

further research on integrative data analysis.","We hope that our framework can spur

                         23
Table 1: Testing errors of ARMUL and benchmarks on the HAR dataset.","It would be interesting to extend our methods to
high-dimensional problems with sparsity or other structures, and develop inferential tools for uncer-
tainty quantiﬁcation.",2022-02-10 18:55:58+00:00,Adaptive and Robust Multi-task Learning,stat.ML,"['stat.ML', 'cs.LG', 'math.ST', 'stat.ME', 'stat.TH', '62F10, 62R07']","[arxiv.Result.Author('Yaqi Duan'), arxiv.Result.Author('Kaizheng Wang')]","We study the multi-task learning problem that aims to simultaneously analyze
multiple datasets collected from different sources and learn one model for each
of them. We propose a family of adaptive methods that automatically utilize
possible similarities among those tasks while carefully handling their
differences. We derive sharp statistical guarantees for the methods and prove
their robustness against outlier tasks. Numerical experiments on synthetic and
real datasets demonstrate the efficacy of our new methods.",-0.1521274,-0.039562747,0.15692517,C
2156,"(2021) further study the bias and consistency of IJ estimator and propose
alternative variance estimators by classical jackknife and regression approaches.",Peng et al.,"An important line of research that underlies statistical inference for random forests is the
asymptotic normality of the forests estimator.",2022-02-18 03:35:47+00:00,On Variance Estimation of Random Forests,stat.ML,"['stat.ML', 'cs.LG', 'stat.CO', 'stat.ME']","[arxiv.Result.Author('Tianning Xu'), arxiv.Result.Author('Ruoqing Zhu'), arxiv.Result.Author('Xiaofeng Shao')]","Ensemble methods based on subsampling, such as random forests, are popular in
applications due to their high predictive accuracy. Existing literature views a
random forest prediction as an infinite-order incomplete U-statistic to
quantify its uncertainty. However, these methods focus on a small subsampling
size of each tree, which is theoretically valid but practically limited. This
paper develops an unbiased variance estimator based on incomplete U-statistics,
which allows the tree size to be comparable with the overall sample size,
making statistical inference possible in a broader range of real applications.
Simulation results demonstrate that our estimators enjoy lower bias and more
accurate confidence interval coverage without additional computational costs.
We also propose a local smoothing procedure to reduce the variation of our
estimator, which shows improved numerical performance when the number of trees
is relatively small. Further, we investigate the ratio consistency of our
proposed variance estimator under specific scenarios. In particular, we develop
a new ""double U-statistic"" formulation to analyze the Hoeffding decomposition
of the estimator's variance.",-0.11304577,-0.033516414,-0.38142198,C
2157,"(2021) further study the bias and consistency of the IJ
estimator and propose alternative variance estimators with classical jackknife and regression approaches.",Peng et al.,"An important line of research that underlies statistical inference for random forests is the asymptotic
normality of the forests estimator.",2022-02-18 03:35:47+00:00,On Variance Estimation of Random Forests,stat.ML,"['stat.ML', 'cs.LG', 'stat.CO', 'stat.ME']","[arxiv.Result.Author('Tianning Xu'), arxiv.Result.Author('Ruoqing Zhu'), arxiv.Result.Author('Xiaofeng Shao')]","Ensemble methods, such as random forests, are popular in applications due to
their high predictive accuracy. Existing literature views a random forest
prediction as an infinite-order incomplete U-statistic to quantify its
uncertainty. However, these methods focus on a small subsampling size of each
tree, which is theoretically valid but practically limited. This paper develops
an unbiased variance estimator based on incomplete U-statistics, which allows
the tree size to be comparable with the overall sample size, making statistical
inference possible in a broader range of real applications. Simulation results
demonstrate that our estimators enjoy lower bias and a more accurate coverage
rate without additional computational costs. We also propose a local smoothing
procedure to reduce the variation of our estimator, which shows improved
numerical performance when the number of trees is relatively small. Further, we
investigate the ratio consistency of our proposed variance estimator under
specific scenarios. In particular, we develop a new ""double U-statistic""
formulation to analyze the Hoeffding decomposition of the estimator's variance.",-0.11289424,-0.034438618,-0.373765,C
2158,"(2021) further study the bias and consistency
of the IJ estimator and propose alternative variance estimators with classical jackknife and
regression approaches.",Peng et al.,Many questions remain unanswered for variance estimation of random forests.,2022-02-18 03:35:47+00:00,On Variance Estimation of Random Forests,stat.ML,"['stat.ML', 'cs.LG', 'stat.CO', 'stat.ME']","[arxiv.Result.Author('Tianning Xu'), arxiv.Result.Author('Ruoqing Zhu'), arxiv.Result.Author('Xiaofeng Shao')]","Ensemble methods, such as random forests, are popular in applications due to
their high predictive accuracy. Existing literature views a random forest
prediction as an infinite-order incomplete U-statistic to quantify its
uncertainty. However, these methods focus on a small subsampling size of each
tree, which is theoretically valid but practically limited. This paper develops
an unbiased variance estimator based on incomplete U-statistics, which allows
the tree size to be comparable with the overall sample size, making statistical
inference possible in a broader range of real applications. Simulation results
demonstrate that our estimators enjoy lower bias and more accurate coverage
rate without additional computational costs. We also propose a local smoothing
procedure to reduce the variation of our estimator, which shows improved
numerical performance when the number of trees is relatively small. Further, we
investigate the ratio consistency of our proposed variance estimator under
specific scenarios. In particular, we develop a new ""double U-statistic""
formulation to analyze the Hoeffding decomposition of the estimator's variance.",-0.083216734,0.041604966,-0.32330012,C
2175,"As an outlook and extension to this work, two major steps can be consid-
ered in further research: Incorporating additional data sources or using other
models, such as e.g.","Since
the values of the model’s goodness-of-ﬁt are neither particularly bad or good,
these ﬁndings should be viewed with some caution.","boosting approaches or deep learning methods such as
neural networks.",2022-02-18 13:20:47+00:00,Churn modeling of life insurance policies via statistical and machine learning methods -- Analysis of important features,stat.ML,"['stat.ML', 'cs.LG', 'stat.AP', 'stat.CO']","[arxiv.Result.Author('Andreas Groll'), arxiv.Result.Author('Carsten Wasserfuhr'), arxiv.Result.Author('Leonid Zeldin')]","Life assurance companies typically possess a wealth of data covering multiple
systems and databases. These data are often used for analyzing the past and for
describing the present. Taking account of the past, the future is mostly
forecasted by traditional statistical methods. So far, only a few attempts were
undertaken to perform estimations by means of machine learning approaches. In
this work, the individual contract cancellation behavior of customers within
two partial stocks is modeled by the aid of various classification methods.
Partial stocks of private pension and endowment policy are considered. We
describe the data used for the modeling, their structured and in which way they
are cleansed. The utilized models are calibrated on the basis of an extensive
tuning process, then graphically evaluated regarding their goodness-of-fit and
with the help of a variable relevance concept, we investigate which features
notably affect the individual contract cancellation behavior.",-0.110190466,0.38072073,0.03618432,B
2285,"We hope these developments prompt further study of other
possible choices for approximate priors.","For
stationary kernels, random Fourier feature methods are particularly attractive
due to their good behavior with respect to dimension, but are by no means
the only choice.","Pathwise approximations are also of interest as a potential organizing prin-
ciple for designing Gaussian process software packages.",2022-02-22 01:42:57+00:00,Gaussian Processes and Statistical Decision-making in Non-Euclidean Spaces,stat.ML,"['stat.ML', 'cs.LG']",[arxiv.Result.Author('Alexander Terenin')],"Bayesian learning using Gaussian processes provides a foundational framework
for making decisions in a manner that balances what is known with what could be
learned by gathering data. In this dissertation, we develop techniques for
broadening the applicability of Gaussian processes. This is done in two ways.
Firstly, we develop pathwise conditioning techniques for Gaussian processes,
which allow one to express posterior random functions as prior random functions
plus a dependent update term. We introduce a wide class of efficient
approximations built from this viewpoint, which can be randomly sampled once in
advance, and evaluated at arbitrary locations without any subsequent
stochasticity. This key property improves efficiency and makes it simpler to
deploy Gaussian process models in decision-making settings. Secondly, we
develop a collection of Gaussian process models over non-Euclidean spaces,
including Riemannian manifolds and graphs. We derive fully constructive
expressions for the covariance kernels of scalar-valued Gaussian processes on
Riemannian manifolds and graphs. Building on these ideas, we describe a
formalism for defining vector-valued Gaussian processes on Riemannian
manifolds. The introduced techniques allow all of these models to be trained
using standard computational methods. In total, these contributions make
Gaussian processes easier to work with and allow them to be used within a wider
class of domains in an effective and principled manner. This, in turn, makes it
possible to potentially apply Gaussian processes to novel decision-making
settings.",0.27248454,0.084104024,0.03349179,A
2286,"We hope these developments prompt further study of other
possible choices for approximate priors.","For
stationary kernels, random Fourier feature methods are particularly attractive
due to their good behavior with respect to dimension, but are by no means
the only choice.","Pathwise approximations are also of interest as a potential organizing prin-
ciple for designing Gaussian process software packages.",2022-02-22 01:42:57+00:00,Gaussian Processes and Statistical Decision-making in Non-Euclidean Spaces,stat.ML,"['stat.ML', 'cs.LG']",[arxiv.Result.Author('Alexander Terenin')],"Bayesian learning using Gaussian processes provides a foundational framework
for making decisions in a manner that balances what is known with what could be
learned by gathering data. In this dissertation, we develop techniques for
broadening the applicability of Gaussian processes. This is done in two ways.
Firstly, we develop pathwise conditioning techniques for Gaussian processes,
which allow one to express posterior random functions as prior random functions
plus a dependent update term. We introduce a wide class of efficient
approximations built from this viewpoint, which can be randomly sampled once in
advance, and evaluated at arbitrary locations without any subsequent
stochasticity. This key property improves efficiency and makes it simpler to
deploy Gaussian process models in decision-making settings. Secondly, we
develop a collection of Gaussian process models over non-Euclidean spaces,
including Riemannian manifolds and graphs. We derive fully constructive
expressions for the covariance kernels of scalar-valued Gaussian processes on
Riemannian manifolds and graphs. Building on these ideas, we describe a
formalism for defining vector-valued Gaussian processes on Riemannian
manifolds. The introduced techniques allow all of these models to be trained
using standard computational methods. In total, these contributions make
Gaussian processes easier to work with and allow them to be used within a wider
class of domains in an effective and principled manner. This, in turn, makes it
possible to potentially apply Gaussian processes to novel decision-making
settings.",0.27248454,0.084104024,0.03349179,A
2287,"We hope these developments prompt further study of other
possible choices for approximate priors.","For
stationary kernels, random Fourier feature methods are particularly attractive
due to their good behavior with respect to dimension, but are by no means
the only choice.","Pathwise approximations are also of interest as a potential organizing prin-
ciple for designing Gaussian process software packages.",2022-02-22 01:42:57+00:00,Gaussian Processes and Statistical Decision-making in Non-Euclidean Spaces,stat.ML,"['stat.ML', 'cs.LG']",[arxiv.Result.Author('Alexander Terenin')],"Bayesian learning using Gaussian processes provides a foundational framework
for making decisions in a manner that balances what is known with what could be
learned by gathering data. In this dissertation, we develop techniques for
broadening the applicability of Gaussian processes. This is done in two ways.
Firstly, we develop pathwise conditioning techniques for Gaussian processes,
which allow one to express posterior random functions as prior random functions
plus a dependent update term. We introduce a wide class of efficient
approximations built from this viewpoint, which can be randomly sampled once in
advance, and evaluated at arbitrary locations without any subsequent
stochasticity. This key property improves efficiency and makes it simpler to
deploy Gaussian process models in decision-making settings. Secondly, we
develop a collection of Gaussian process models over non-Euclidean spaces,
including Riemannian manifolds and graphs. We derive fully constructive
expressions for the covariance kernels of scalar-valued Gaussian processes on
Riemannian manifolds and graphs. Building on these ideas, we describe a
formalism for defining vector-valued Gaussian processes on Riemannian
manifolds. The introduced techniques allow all of these models to be trained
using standard computational methods. In total, these contributions make
Gaussian processes easier to work with and allow them to be used within a wider
class of domains in an effective and principled manner. This, in turn, makes it
possible to potentially apply Gaussian processes to novel decision-making
settings.",0.27248454,0.084104024,0.03349179,A
2423,"For example, snapshot en-
                                                and further study empirically various eﬀects          sembles [Huang et al., 2017, Garipov et al., 2018] re-
                                                such as transition between the two regimes,           duce the ensemble training time (without signiﬁcantly
                                                scaling of ensemble performance with the net-         aﬀecting the storage and inference time).","We con-               A lightweight ensemble attempts to retain the accu-
                                                ﬁrm our theoretical prediction with a wide            racy gain from ensembling while relaxing requirements
                                                range of experiments with ﬁnite networks,             for a particular resource.","Lightweight
                                                work width and number of models, and de-              ensembles typically have a lower accuracy than the
                                                pendence of performance on a number of ar-            standard independent ensembles of the same size, be-
                                                chitecture and hyperparameter choices.",2022-02-24 18:55:41+00:00,Embedded Ensembles: Infinite Width Limit and Operating Regimes,stat.ML,"['stat.ML', 'cs.LG']","[arxiv.Result.Author('Maksim Velikanov'), arxiv.Result.Author('Roman Kail'), arxiv.Result.Author('Ivan Anokhin'), arxiv.Result.Author('Roman Vashurin'), arxiv.Result.Author('Maxim Panov'), arxiv.Result.Author('Alexey Zaytsev'), arxiv.Result.Author('Dmitry Yarotsky')]","A memory efficient approach to ensembling neural networks is to share most
weights among the ensembled models by means of a single reference network. We
refer to this strategy as Embedded Ensembling (EE); its particular examples are
BatchEnsembles and Monte-Carlo dropout ensembles. In this paper we perform a
systematic theoretical and empirical analysis of embedded ensembles with
different number of models. Theoretically, we use a Neural-Tangent-Kernel-based
approach to derive the wide network limit of the gradient descent dynamics. In
this limit, we identify two ensemble regimes - independent and collective -
depending on the architecture and initialization strategy of ensemble models.
We prove that in the independent regime the embedded ensemble behaves as an
ensemble of independent models. We confirm our theoretical prediction with a
wide range of experiments with finite networks, and further study empirically
various effects such as transition between the two regimes, scaling of ensemble
performance with the network width and number of models, and dependence of
performance on a number of architecture and hyperparameter choices.",-0.025699943,0.2417772,-0.0988605,B
2508,"Also, we leave it further study whether our method can be
improved to achieve a faster rate, or whether there is other quantization schemes that leads to
faster estimator.","Based on similar
underlying rationale, it is consistent that our heavy-tailed results on the all three models are
square root of the minimax rates.","3 Sparse Linear Regression

We intend to establish our results for sparse linear regression (Section 3) and low-rank matrix

completion (Section 4) under the uniﬁed framework of trace regression.",2022-02-26 15:13:04+00:00,High Dimensional Statistical Estimation under One-bit Quantization,stat.ML,"['stat.ML', 'cs.LG', 'eess.SP']","[arxiv.Result.Author('Junren Chen'), arxiv.Result.Author('Cheng-Long Wang'), arxiv.Result.Author('Michael K. Ng'), arxiv.Result.Author('Di Wang')]","Compared with data with high precision, one-bit (binary) data are preferable
in many applications because of the efficiency in signal storage, processing,
transmission, and enhancement of privacy. In this paper, we study three
fundamental statistical estimation problems, i.e., sparse covariance matrix
estimation, sparse linear regression, and low-rank matrix completion via binary
data arising from an easy-to-implement one-bit quantization process that
contains truncation, dithering and quantization as typical steps. Under both
sub-Gaussian and heavy-tailed regimes, new estimators that handle
high-dimensional scaling are proposed. In sub-Gaussian case, we show that our
estimators achieve minimax rates up to logarithmic factors, hence the
quantization nearly costs nothing from the perspective of statistical learning
rate. In heavy-tailed case, we truncate the data before dithering to achieve a
bias-variance trade-off, which results in estimators embracing convergence
rates that are the square root of the corresponding minimax rates. Experimental
results on synthetic data are reported to support and demonstrate the
statistical properties of our estimators under one-bit quantization.",0.07633846,0.06944044,0.045392394,A
