Unnamed: 0,further research line,further research prefix,further research suffix,publication date,title,primary category,categories,authors,abstract,x,y,z,cluster
6073,"Understanding persistent contact properties of
                                                                    shapes and motions requires further research (out of scope here).",improve its chances.,"In contrast, our procedure does not require either part’s
shape to be ﬁxed upfront and can generate families of max-

                                                                 2
  5.",2022-05-11 20:15:44+00:00,Co-generation of Collision-Free Shapes for Arbitrary One-Parametric Motion,cs.CG,"['cs.CG', 'cs.CE', 'cs.GR', 'cs.RO']","[arxiv.Result.Author('Clinton B. Morris'), arxiv.Result.Author('Morad Behandish')]","Mechanical assemblies can exhibit complex relative motions, during which
collisions between moving parts and their surroundings must be avoided. To
define feasible design spaces for each part's shape, ""maximal"" collision-free
pointsets can be computed using configuration space modeling techniques such as
Minkowski operations and sweep/unsweep. For example, for a pair of parts
undergoing a given relative motion, to make the problem well-posed, the
geometry of one part (chosen arbitrarily) must be fixed to compute the maximal
shape of the other part by an unsweep operation. Making such arbitrary choices
in a multi-component assembly can place unnecessary restrictions on the design
space. A broader family of collision-free pairs of parts can be explored, if
fixing the geometry of a component is not required. In this paper, we formalize
this family of collision-free shapes and introduce a generic method for
generating a broad subset of them. Our procedure, which is an extension of the
unsweep, allows for co-generation of a pair of geometries which are modified
incrementally and simultaneously to avoid collision. We demonstrate the
effectiveness and scalability of our procedure in both 2D and 3D by generating
a variety of collision-free shapes. Notably, we show that our approach can
automatically generate freeform cam and follower profiles, gear teeth, and
screw threads, starting from colliding blocks of materials, solely from a
specification of relative motion and without the use of any feature-informed
heuristics. Moreover, our approach provides continuous measures of collision
that can be incorporated into standard gradient-descent design optimization,
allowing for simultaneous collision-free and physics-informed co-design of
mechanical parts for assembly.",0.30247957,0.6663947,-0.2200216,A_centroid
6074,"Understanding persistent contact properties of
                                                                    shapes and motions requires further research (out of scope here).",improve its chances.,"In contrast, our procedure does not require either part’s
shape to be ﬁxed upfront and can generate families of max-

                                                                 2
  5.",2022-05-11 20:15:44+00:00,Co-generation of Collision-Free Shapes for Arbitrary One-Parametric Motion,cs.CG,"['cs.CG', 'cs.CE', 'cs.GR', 'cs.RO']","[arxiv.Result.Author('Clinton B. Morris'), arxiv.Result.Author('Morad Behandish')]","Mechanical assemblies can exhibit complex relative motions, during which
collisions between moving parts and their surroundings must be avoided. To
define feasible design spaces for each part's shape, ""maximal"" collision-free
pointsets can be computed using configuration space modeling techniques such as
Minkowski operations and sweep/unsweep. For example, for a pair of parts
undergoing a given relative motion, to make the problem well-posed, the
geometry of one part (chosen arbitrarily) must be fixed to compute the maximal
shape of the other part by an unsweep operation. Making such arbitrary choices
in a multi-component assembly can place unnecessary restrictions on the design
space. A broader family of collision-free pairs of parts can be explored, if
fixing the geometry of a component is not required. In this paper, we formalize
this family of collision-free shapes and introduce a generic method for
generating a broad subset of them. Our procedure, which is an extension of the
unsweep, allows for co-generation of a pair of geometries which are modified
incrementally and simultaneously to avoid collision. We demonstrate the
effectiveness and scalability of our procedure in both 2D and 3D by generating
a variety of collision-free shapes. Notably, we show that our approach can
automatically generate freeform cam and follower profiles, gear teeth, and
screw threads, starting from colliding blocks of materials, solely from a
specification of relative motion and without the use of any feature-informed
heuristics. Moreover, our approach provides continuous measures of collision
that can be incorporated into standard gradient-descent design optimization,
allowing for simultaneous collision-free and physics-informed co-design of
mechanical parts for assembly.",0.30247957,0.6663947,-0.2200216,A
6075,"Understanding persistent contact properties of
                                                                    shapes and motions requires further research (out of scope here).",improve its chances.,"In contrast, our procedure does not require either part’s
shape to be ﬁxed upfront and can generate families of max-

                                                                 2
  5.",2022-05-11 20:15:44+00:00,Co-generation of Collision-Free Shapes for Arbitrary One-Parametric Motion,cs.CG,"['cs.CG', 'cs.CE', 'cs.GR', 'cs.RO']","[arxiv.Result.Author('Clinton B. Morris'), arxiv.Result.Author('Morad Behandish')]","Mechanical assemblies can exhibit complex relative motions, during which
collisions between moving parts and their surroundings must be avoided. To
define feasible design spaces for each part's shape, ""maximal"" collision-free
pointsets can be computed using configuration space modeling techniques such as
Minkowski operations and sweep/unsweep. For example, for a pair of parts
undergoing a given relative motion, to make the problem well-posed, the
geometry of one part (chosen arbitrarily) must be fixed to compute the maximal
shape of the other part by an unsweep operation. Making such arbitrary choices
in a multi-component assembly can place unnecessary restrictions on the design
space. A broader family of collision-free pairs of parts can be explored, if
fixing the geometry of a component is not required. In this paper, we formalize
this family of collision-free shapes and introduce a generic method for
generating a broad subset of them. Our procedure, which is an extension of the
unsweep, allows for co-generation of a pair of geometries which are modified
incrementally and simultaneously to avoid collision. We demonstrate the
effectiveness and scalability of our procedure in both 2D and 3D by generating
a variety of collision-free shapes. Notably, we show that our approach can
automatically generate freeform cam and follower profiles, gear teeth, and
screw threads, starting from colliding blocks of materials, solely from a
specification of relative motion and without the use of any feature-informed
heuristics. Moreover, our approach provides continuous measures of collision
that can be incorporated into standard gradient-descent design optimization,
allowing for simultaneous collision-free and physics-informed co-design of
mechanical parts for assembly.",0.30247957,0.6663947,-0.2200216,A
6485,"No work is ever complete, therefore it is important to highlight a few possible further research
directions:

     Paired-trees: Worst-time complexities for k-nearest neighbors and the minimum spanning

                                                              124
Chapter 6.","It was shown experimentally that mergegram produces excellent
results in 2d shape recognition when it was combined with Perslay-neural network architecture.","Conclusions  125

tree problem can be potentially improved by using cover trees of both query and reference sets.",2022-05-20 14:13:43+00:00,New compressed cover tree for k-nearest neighbor search,cs.CG,"['cs.CG', 'cs.CC']",[arxiv.Result.Author('Yury Elkin')],"This thesis consists of two topics related to computational geometry and one
topic related to topological data analysis (TDA), which combines fields of
computational geometry and algebraic topology for analyzing data. The first
part studies the classical problem of finding k nearest neighbors to m query
points in a larger set of n reference points in any metric space. The second
part is about the construction of a Minimum Spanning Tree (MST) on any finite
metric space. The third part extends the key concept of persistence within
Topological Data Analysis in a new direction.",-0.5515827,0.29062572,0.43175608,C
6486,"No work is ever complete, therefore it is important to highlight a few possible further research
directions:

     Paired-trees: Worst-time complexities for k-nearest neighbors and the minimum spanning

                                                              123
124  Yury Elkin

tree problem can be potentially improved by using cover trees of both query and reference sets.","It was shown experimentally that mergegram produces excellent
results in 2d shape recognition when it was combined with Perslay-neural network architecture.","Given query and reference sets Q, R we wish to develop an algorithm that scans through all
relevant pairs of Q × R in time O(cO(1) · max{|Q|, |R|}), where c is an expansion constant that
depends on sets Q,R.",2022-05-20 14:13:43+00:00,New compressed cover tree for k-nearest neighbor search,cs.CG,"['cs.CG', 'cs.CC']",[arxiv.Result.Author('Yury Elkin')],"This thesis consists of two topics related to computational geometry and one
topic related to topological data analysis (TDA), which combines fields of
computational geometry and algebraic topology for analyzing data. The first
part studies the classical problem of finding k nearest neighbors to m query
points in a larger set of n reference points in any metric space. The second
part is about the construction of a Minimum Spanning Tree (MST) on any finite
metric space. The third part extends the key concept of persistence within
Topological Data Analysis in a new direction.",-0.616799,0.2487596,0.38057077,C_centroid
6487,"No work is ever complete, therefore it is important to highlight a few possible further research
directions:

     Paired-trees: Worst-time complexities for k-nearest neighbors and the minimum spanning

                                                              123
124  Yury Elkin

tree problem can be potentially improved by using cover trees of both query and reference sets.","It was shown experimentally that mergegram produces excellent
results in 2d shape recognition when it was combined with Perslay-neural network architecture.","Given query and reference sets Q, R we wish to develop an algorithm that scans through all
relevant pairs of Q × R in time O(cO(1) · max{|Q|, |R|}), where c is an expansion constant that
depends on sets Q,R.",2022-05-20 14:13:43+00:00,New compressed cover tree for k-nearest neighbor search,cs.CG,"['cs.CG', 'cs.CC']",[arxiv.Result.Author('Yury Elkin')],"This thesis consists of two topics related to computational geometry and one
topic related to topological data analysis (TDA), which combines fields of
computational geometry and algebraic topology for analyzing data. The first
part studies the classical problem of finding k nearest neighbors to m query
points in a larger set of n reference points in any metric space. The second
part is about the construction of a Minimum Spanning Tree (MST) on any finite
metric space. The third part extends the key concept of persistence within
Topological Data Analysis in a new direction.",-0.616799,0.2487596,0.38057077,C
8263,"A more practically oriented direction for further research would be to develop a less naive
method of ﬁlling gaps than the mixed morph.","Another direction is to develop other morphs that guarantee a smooth change of
some distance measure other than the Hausdorﬀ distance; we noted that it is unclear how
to employ the Fr´echet distance for morphing in the presence of multiple components.","It does not necessarily make sense to use the
same radius for the closing operator everywhere, which sometimes closes gaps that will be
opened again.",2022-06-30 15:12:18+00:00,Abstract morphing using the Hausdorff distance and Voronoi diagrams,cs.CG,['cs.CG'],"[arxiv.Result.Author('Lex de Kogel'), arxiv.Result.Author('Marc van Kreveld'), arxiv.Result.Author('Jordi L. Vermeulen')]","This paper introduces two new abstract morphs for two $2$-dimensional shapes.
The intermediate shapes gradually reduce the Hausdorff distance to the goal
shape and increase the Hausdorff distance to the initial shape. The morphs are
conceptually simple and apply to shapes with multiple components and/or holes.
We prove some basic properties relating to continuity, containment, and area.
Then we give an experimental analysis that includes the two new morphs and a
recently introduced abstract morph that is also based on the Hausdorff distance
(Van Kreveld et al. Between shapes, using the Hausdorff distance. Computational
Geometry 100:101817, 2022). We show results on the area and perimeter
development throughout the morph, and also the number of components and holes.
A visual comparison shows that one of the new morphs appears most attractive.",0.05010546,0.10239223,-0.19487607,C
8918,"Proving a sharp bound
on the approximation factor is an interesting problem for further research.",The bound of 1 ´ 4ε on the approximation factor is most likely not tight.,Corollary 6.4.,2022-07-14 21:33:31+00:00,Computing Optimal Kernels in Two Dimensions,cs.CG,['cs.CG'],"[arxiv.Result.Author('Pankaj K. Agarwal'), arxiv.Result.Author('Sariel Har-Peled')]","Let $P$ be a set of $n$ points in $\mathbb{R}^2$. A subset $C\subseteq P$ is
an $\varepsilon$-kernel of $P$ if the projection of the convex hull of $C$
approximates that of $P$ within $(1-\varepsilon)$-factor in every direction.
The set $C$ is a weak $\varepsilon$-kernel if its directional width
approximates that of $P$ in every direction. We present fast algorithms for
computing a minimum-size $\varepsilon$-kernel as well as a weak
$\varepsilon$-kernel. We also present a fast algorithm for the Hausdorff
variant of this problem.
  In addition, we introduce the notion of $\varepsilon$-core, a convex polygon
lying inside $CH(P)$, prove that it is a good approximation of the optimal
$\varepsilon$-kernel, present an efficient algorithm for computing it, and use
it to compute an $\varepsilon$-kernel of small size.",-0.153676,-0.3465417,-0.15432423,C
10077,We propose the following open questions for further study.,"One could
also try to generalize the set of objects, for example, adapting the minimum area algorithm
to arbitrary convex objects.","Is there a polynomial-time exact algorithm for the minimum area convex intersecting
    polygon of segments?",2022-08-16 07:15:30+00:00,Computing Smallest Convex Intersecting Polygons,cs.CG,['cs.CG'],"[arxiv.Result.Author('Antonios Antoniadis'), arxiv.Result.Author('Mark de Berg'), arxiv.Result.Author('Sándor Kisfaludi-Bak'), arxiv.Result.Author('Antonis Skarlatos')]","A polygon C is an intersecting polygon for a set O of objects in the plane if
C intersects each object in O, where the polygon includes its interior. We
study the problem of computing the minimum-perimeter intersecting polygon and
the minimum-area convex intersecting polygon for a given set O of objects. We
present an FPTAS for both problems for the case where O is a set of possibly
intersecting convex polygons in the plane of total complexity n.
  Furthermore, we present an exact polynomial-time algorithm for the
minimum-perimeter intersecting polygon for the case where O is a set of n
possibly intersecting segments in the plane. So far, polynomial-time exact
algorithms were only known for the minimum perimeter intersecting polygon of
lines or of disjoint segments.",-0.09085165,-0.14901647,-0.14070398,C
10365,There are numerous open problems for further research raised by our work.,"We then solved the dual problem of guarding a point set against convex regions by inserting guards, except
that in this case in addition to the rounding provided by the “standard” weak ε-net, we had to use dynamic
programming to ﬁnd bad convex regions if they exists.","The ﬁrst one is improving the
approximation quality even further.",2022-08-24 02:35:12+00:00,Halving by a Thousand Cuts or Punctures,cs.CG,['cs.CG'],"[arxiv.Result.Author('Sariel Har-Peled'), arxiv.Result.Author('Da Wei Zheng')]","$\newcommand{\Arr}{\mathcal{A}} \newcommand{\numS}{k}
\newcommand{\ArrX}[1]{\Arr(#1)} \newcommand{\eps}{\varepsilon}
\newcommand{\opt}{\mathsf{o}}$ For point sets $P_1, \ldots, P_\numS$, a set of
lines $L$ is halving if any face of the arrangement $\ArrX{L}$ contains at most
$|P_i|/2$ points of $P_i$, for all $i$. We study the problem of computing a
halving set of lines of minimal size. Surprisingly, we show a polynomial time
algorithm that outputs a halving set of size $O(\opt^{3/2})$, where $\opt$ is
the size of the optimal solution. Our solution relies on solving a new variant
of the weak $\eps$-net problem for corridors, which we believe to be of
independent interest.
  We also study other variants of this problem, including an alternative
setting, where one needs to introduce a set of guards (i.e., points), such that
no convex set avoiding the guards contains more than half the points of each
point set.",-0.09828857,-0.3097751,-0.031388864,C
10366,"Ultimately,
improving and simplifying Rubin’s construction in 2d seems like a worthy problem for further research.",It is natural to further investigate this connection.,"Beyond that, this work emphasize the “rounding is approximation” approach.",2022-08-24 02:35:12+00:00,Halving by a Thousand Cuts or Punctures,cs.CG,['cs.CG'],"[arxiv.Result.Author('Sariel Har-Peled'), arxiv.Result.Author('Da Wei Zheng')]","$\newcommand{\Arr}{\mathcal{A}} \newcommand{\numS}{k}
\newcommand{\ArrX}[1]{\Arr(#1)} \newcommand{\eps}{\varepsilon}
\newcommand{\opt}{\mathsf{o}}$ For point sets $P_1, \ldots, P_\numS$, a set of
lines $L$ is halving if any face of the arrangement $\ArrX{L}$ contains at most
$|P_i|/2$ points of $P_i$, for all $i$. We study the problem of computing a
halving set of lines of minimal size. Surprisingly, we show a polynomial time
algorithm that outputs a halving set of size $O(\opt^{3/2})$, where $\opt$ is
the size of the optimal solution. Our solution relies on solving a new variant
of the weak $\eps$-net problem for corridors, which we believe to be of
independent interest.
  We also study other variants of this problem, including an alternative
setting, where one needs to introduce a set of guards (i.e., points), such that
no convex set avoiding the guards contains more than half the points of each
point set.",-0.022494774,-0.1997819,-0.02150292,C
